leading_license_id;subordinate_license_id;leading_copyleft_status;subordinate_copyleft_status;osadl_compatibility;explanation
BSD-2-Clause;BlueOak-1.0.0;No;No;Yes;"Non-copyleft licenses such as the BlueOak-1.0.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSD-1-Clause;No;No;Yes;"Non-copyleft licenses such as the BSD-1-Clause license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSD-2-Clause-Patent;No;No;Yes;"Non-copyleft licenses such as the BSD-2-Clause-Patent license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSD-3-Clause;No;No;Yes;"Non-copyleft licenses such as the BSD-3-Clause license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSD-3-Clause-Open-MPI;No;No;Yes;"Non-copyleft licenses such as the BSD-3-Clause-Open-MPI license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSD-4-Clause;No;No;Yes;"Non-copyleft licenses such as the BSD-4-Clause license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSD-4-Clause-UC;No;No;Yes;"Non-copyleft licenses such as the BSD-4-Clause-UC license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSD-4.3TAHOE;No;No;Yes;"Non-copyleft licenses such as the BSD-4.3TAHOE license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSD-Source-Code;No;No;Yes;"Non-copyleft licenses such as the BSD-Source-Code license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;BSL-1.0;No;No;Yes;"Non-copyleft licenses such as the BSL-1.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;bzip2-1.0.5;No;No;Yes;"Non-copyleft licenses such as the bzip2-1.0.5 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;bzip2-1.0.6;No;No;Yes;"Non-copyleft licenses such as the bzip2-1.0.6 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;CC-BY-2.5;No;No;Yes;"Non-copyleft licenses such as the CC-BY-2.5 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;CC-BY-3.0;No;No;Yes;"Non-copyleft licenses such as the CC-BY-3.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;CDDL-1.0;No;Yes (restricted);No;"Software under a copyleft license such as the CDDL-1.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;CDDL-1.1;No;Yes (restricted);No;"Software under a copyleft license such as the CDDL-1.1 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;CPL-1.0;No;Yes;No;"Software under a copyleft license such as the CPL-1.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;curl;No;No;Yes;"Non-copyleft licenses such as the curl license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;ECL-1.0;No;No;Yes;"Non-copyleft licenses such as the ECL-1.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;ECL-2.0;No;No;Yes;"Non-copyleft licenses such as the ECL-2.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;EFL-2.0;No;No;Yes;"Non-copyleft licenses such as the EFL-2.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;EPL-1.0;No;Yes;No;"Software under a copyleft license such as the EPL-1.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;EPL-2.0;No;Yes (restricted);No;"Software under a copyleft license such as the EPL-2.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;EUPL-1.1;No;Yes;No;"Software under a copyleft license such as the EUPL-1.1 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;EUPL-1.2;No;Yes;No;"Software under a copyleft license such as the EUPL-1.2 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;FSFAP;No;No;Yes;"Non-copyleft licenses such as the FSFAP license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;FSFUL;No;No;Yes;"Non-copyleft licenses such as the FSFUL license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;FSFULLR;No;No;Yes;"Non-copyleft licenses such as the FSFULLR license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;FSFULLRWD;No;No;Yes;"Non-copyleft licenses such as the FSFULLRWD license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;FTL;No;No;Yes;"Non-copyleft licenses such as the FTL license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;GPL-1.0-only;No;Yes;No;"Software under a copyleft license such as the GPL-1.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;GPL-1.0-or-later;No;Yes;No;"Software under a copyleft license such as the GPL-1.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;GPL-2.0-only;No;Yes;No;"Software under a copyleft license such as the GPL-2.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;GPL-2.0-only WITH Classpath-exception-2.0;No;Yes (restricted);No;"Software under a copyleft license such as the GPL-2.0-only WITH Classpath-exception-2.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;GPL-2.0-or-later;No;Yes;No;"Software under a copyleft license such as the GPL-2.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;GPL-3.0-only;No;Yes;No;"Software under a copyleft license such as the GPL-3.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;GPL-3.0-or-later;No;Yes;No;"Software under a copyleft license such as the GPL-3.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;HPND;No;No;Yes;"Non-copyleft licenses such as the HPND license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;IBM-pibs;No;No;Yes;"Non-copyleft licenses such as the IBM-pibs license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;ICU;No;No;Yes;"Non-copyleft licenses such as the ICU license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;IJG;No;No;Yes;"Non-copyleft licenses such as the IJG license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;ImageMagick;No;No;Yes;"Non-copyleft licenses such as the ImageMagick license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;Info-ZIP;No;No;Yes;"Non-copyleft licenses such as the Info-ZIP license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;IPL-1.0;No;Yes;No;"Software under a copyleft license such as the IPL-1.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;ISC;No;No;Yes;"Non-copyleft licenses such as the ISC license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;JasPer-2.0;No;No;Yes;"Non-copyleft licenses such as the JasPer-2.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;LGPL-2.0-only;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;LGPL-2.0-or-later;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;LGPL-2.1-only;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.1-only license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;LGPL-2.1-or-later;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.1-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;LGPL-3.0-only;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-3.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;LGPL-3.0-or-later;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-3.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;Libpng;No;No;Yes;"Non-copyleft licenses such as the Libpng license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;libpng-2.0;No;No;Yes;"Non-copyleft licenses such as the libpng-2.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;libtiff;No;No;Yes;"Non-copyleft licenses such as the libtiff license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;LicenseRef-scancode-bsla-no-advert;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-bsla-no-advert license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;LicenseRef-scancode-info-zip-2003-05;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-info-zip-2003-05 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;LicenseRef-scancode-ppp;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-ppp license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;Minpack;No;No;Yes;"Non-copyleft licenses such as the Minpack license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;MirOS;No;No;Yes;"Non-copyleft licenses such as the MirOS license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;MIT;No;No;Yes;"Non-copyleft licenses such as the MIT license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;MIT-0;No;No;Yes;"Non-copyleft licenses such as the MIT-0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;MIT-CMU;No;No;Yes;"Non-copyleft licenses such as the MIT-CMU license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;MPL-1.1;No;Yes (restricted);No;"Software under a copyleft license such as the MPL-1.1 license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
